"","A19","A1J","AGQ","AGT","AJW","ASY","AZE","B5X","C3P","C8A","CAQ","CFR","CK7","CNS","CRM","CRN","CZE","D3H","D7G","D88","E09","E22","ED1","ETK","EV5","F32","F60","FBD","FEE","G6E","GDP","GS3","GYG","H1H","H71","H8T","HAS","HNS","HXU","J1N","JAM","JFJ","JSP","JVY","K3W","K7R","KGA","KKA","KMT","KU1","KUK","MC7","MCC","MP1","MTY","N06","N49","NA9","NCD","NE0","NG9","NQ5","NRM","NTK","NX0","P3N","PAK","Q1P","Q6C","QQ9","QZ7","R5F","R6N","RBV","RG0","RHW","RME","RRR","RT7","RZJ","S5P","S5T","S9D","SET","T7H","T81","T8Q","TDC","TXE","U1B","U8R","UCP","V3H","V9B","VVW","VZ2","W0K","W42","W86","W8A","WAB","WBA","WT8","WZV","X99","XA6","XBX","XED","XFV","XHN","XM8","XNG","XW3","XY3","XZQ","Y3C","Y4W","Y80","YDJ","YDY","YF0","YH4","YHV","YNV","YQN","Z3Q","Z4N","Z50","ZM9","ZQG","ZQU","ZRN","ZXH","ZYK","ZZS","YZF","RDQ","BUJ","C93","Q7R","ZNY","MC1","AK0","U8D","DGV","NC6","FPJ","XU0","G8F"
"YDJ",34,6,10,13,8,2,10,6,10,30,3,1,6,11,2,7,11,11,2,9,1,21,0,7,6,3,4,1,1,10,11,14,4,8,7,4,35,3,7,0,32,3,11,5,53,55,8,10,9,2,0,10,10,11,7,23,37,9,11,1,5,9,6,2,9,6,9,7,6,7,12,12,11,9,2,2,3,13,8,10,3,59,10,4,6,3,1,5,27,39,8,7,10,7,7,9,7,9,4,2,6,11,5,14,37,9,1,6,10,9,4,10,4,2,20,11,10,8,0,9,9,5,9,9,9,3,3,4,0,11,10,6,4,9,7,21,9,10,13,7,0,4,32,3,8,6,33,8,4
"YDY",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"YF0",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"YH4",29,11,5,8,13,3,15,11,15,25,2,6,11,16,7,12,16,16,3,14,6,16,5,12,11,2,9,4,4,15,16,9,1,13,12,9,30,8,12,5,27,2,16,10,48,50,13,15,14,3,5,15,5,16,12,18,32,14,16,6,10,14,11,3,14,11,4,12,11,12,7,17,16,14,3,7,2,8,3,15,8,54,15,1,1,8,4,10,22,34,3,2,15,12,12,14,12,14,1,3,11,16,0,9,32,14,4,11,15,14,9,15,9,7,15,16,15,13,5,14,14,0,14,14,14,8,8,9,5,16,5,1,9,14,12,16,14,15,8,12,5,9,27,2,13,11,28,13,9
"YHV",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"YNV",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"YQN",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"Z3Q",37,3,13,16,5,5,7,3,7,33,6,2,3,8,1,4,8,8,5,6,2,24,3,4,3,6,1,4,4,7,8,17,7,5,4,1,38,0,4,3,35,6,8,2,56,58,5,7,6,5,3,7,13,8,4,26,40,6,8,2,2,6,3,5,6,3,12,4,3,4,15,9,8,6,5,1,6,16,11,7,0,62,7,7,9,0,4,2,30,42,11,10,7,4,4,6,4,6,7,5,3,8,8,17,40,6,4,3,7,6,1,7,1,1,23,8,7,5,3,6,6,8,6,6,6,0,0,1,3,8,13,9,1,6,4,24,6,7,16,4,3,1,35,6,5,3,36,5,1
"Z4N",37,3,13,16,5,5,7,3,7,33,6,2,3,8,1,4,8,8,5,6,2,24,3,4,3,6,1,4,4,7,8,17,7,5,4,1,38,0,4,3,35,6,8,2,56,58,5,7,6,5,3,7,13,8,4,26,40,6,8,2,2,6,3,5,6,3,12,4,3,4,15,9,8,6,5,1,6,16,11,7,0,62,7,7,9,0,4,2,30,42,11,10,7,4,4,6,4,6,7,5,3,8,8,17,40,6,4,3,7,6,1,7,1,1,23,8,7,5,3,6,6,8,6,6,6,0,0,1,3,8,13,9,1,6,4,24,6,7,16,4,3,1,35,6,5,3,36,5,1
"Z50",38,2,14,17,4,6,6,2,6,34,7,3,2,7,2,3,7,7,6,5,3,25,4,3,2,7,0,5,5,6,7,18,8,4,3,0,39,1,3,4,36,7,7,1,57,59,4,6,5,6,4,6,14,7,3,27,41,5,7,3,1,5,2,6,5,2,13,3,2,3,16,8,7,5,6,2,7,17,12,6,1,63,6,8,10,1,5,1,31,43,12,11,6,3,3,5,3,5,8,6,2,7,9,18,41,5,5,2,6,5,0,6,0,2,24,7,6,4,4,5,5,9,5,5,5,1,1,0,4,7,14,10,0,5,3,25,5,6,17,3,4,0,36,7,4,2,37,4,0
"ZM9",34,6,10,13,8,2,10,6,10,30,3,1,6,11,2,7,11,11,2,9,1,21,0,7,6,3,4,1,1,10,11,14,4,8,7,4,35,3,7,0,32,3,11,5,53,55,8,10,9,2,0,10,10,11,7,23,37,9,11,1,5,9,6,2,9,6,9,7,6,7,12,12,11,9,2,2,3,13,8,10,3,59,10,4,6,3,1,5,27,39,8,7,10,7,7,9,7,9,4,2,6,11,5,14,37,9,1,6,10,9,4,10,4,2,20,11,10,8,0,9,9,5,9,9,9,3,3,4,0,11,10,6,4,9,7,21,9,10,13,7,0,4,32,3,8,6,33,8,4
"ZQG",45,5,21,24,3,13,1,5,1,41,14,10,5,0,9,4,0,0,13,2,10,32,11,4,5,14,7,12,12,1,0,25,15,3,4,7,46,8,4,11,43,14,0,6,64,66,3,1,2,13,11,1,21,0,4,34,48,2,0,10,6,2,5,13,2,5,20,4,5,4,23,1,0,2,13,9,14,24,19,1,8,70,1,15,17,8,12,6,38,50,19,18,1,4,4,2,4,2,15,13,5,0,16,25,48,2,12,5,1,2,7,1,7,9,31,0,1,3,11,2,2,16,2,2,2,8,8,7,11,0,21,17,7,2,4,32,2,1,24,4,11,7,43,14,3,5,44,3,7
"ZQU",24,16,0,3,18,8,20,16,20,20,7,11,16,21,12,17,21,21,8,19,11,11,10,17,16,7,14,9,9,20,21,4,6,18,17,14,25,13,17,10,22,7,21,15,43,45,18,20,19,8,10,20,0,21,17,13,27,19,21,11,15,19,16,8,19,16,1,17,16,17,2,22,21,19,8,12,7,3,2,20,13,49,20,6,4,13,9,15,17,29,2,3,20,17,17,19,17,19,6,8,16,21,5,4,27,19,9,16,20,19,14,20,14,12,10,21,20,18,10,19,19,5,19,19,19,13,13,14,10,21,0,4,14,19,17,11,19,20,3,17,10,14,22,7,18,16,23,18,14
"ZRN",28,12,4,7,14,4,16,12,16,24,3,7,12,17,8,13,17,17,4,15,7,15,6,13,12,3,10,5,5,16,17,8,2,14,13,10,29,9,13,6,26,3,17,11,47,49,14,16,15,4,6,16,4,17,13,17,31,15,17,7,11,15,12,4,15,12,3,13,12,13,6,18,17,15,4,8,3,7,2,16,9,53,16,2,0,9,5,11,21,33,2,1,16,13,13,15,13,15,2,4,12,17,1,8,31,15,5,12,16,15,10,16,10,8,14,17,16,14,6,15,15,1,15,15,15,9,9,10,6,17,4,0,10,15,13,15,15,16,7,13,6,10,26,3,14,12,27,14,10
"ZXH",38,2,14,17,4,6,6,2,6,34,7,3,2,7,2,3,7,7,6,5,3,25,4,3,2,7,0,5,5,6,7,18,8,4,3,0,39,1,3,4,36,7,7,1,57,59,4,6,5,6,4,6,14,7,3,27,41,5,7,3,1,5,2,6,5,2,13,3,2,3,16,8,7,5,6,2,7,17,12,6,1,63,6,8,10,1,5,1,31,43,12,11,6,3,3,5,3,5,8,6,2,7,9,18,41,5,5,2,6,5,0,6,0,2,24,7,6,4,4,5,5,9,5,5,5,1,1,0,4,7,14,10,0,5,3,25,5,6,17,3,4,0,36,7,4,2,37,4,0
"ZYK",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"ZZS",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"YZF",13,27,11,8,29,19,31,27,31,9,18,22,27,32,23,28,32,32,19,30,22,0,21,28,27,18,25,20,20,31,32,7,17,29,28,25,14,24,28,21,11,18,32,26,32,34,29,31,30,19,21,31,11,32,28,2,16,30,32,22,26,30,27,19,30,27,12,28,27,28,9,33,32,30,19,23,18,8,13,31,24,38,31,17,15,24,20,26,6,18,13,14,31,28,28,30,28,30,17,19,27,32,16,7,16,30,20,27,31,30,25,31,25,23,1,32,31,29,21,30,30,16,30,30,30,24,24,25,21,32,11,15,25,30,28,0,30,31,8,28,21,25,11,18,29,27,12,29,25
"RDQ",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"BUJ",44,4,20,23,2,12,0,4,0,40,13,9,4,1,8,3,1,1,12,1,9,31,10,3,4,13,6,11,11,0,1,24,14,2,3,6,45,7,3,10,42,13,1,5,63,65,2,0,1,12,10,0,20,1,3,33,47,1,1,9,5,1,4,12,1,4,19,3,4,3,22,2,1,1,12,8,13,23,18,0,7,69,0,14,16,7,11,5,37,49,18,17,0,3,3,1,3,1,14,12,4,1,15,24,47,1,11,4,0,1,6,0,6,8,30,1,0,2,10,1,1,15,1,1,1,7,7,6,10,1,20,16,6,1,3,31,1,0,23,3,10,6,42,13,2,4,43,2,6
"C93",21,19,3,0,21,11,23,19,23,17,10,14,19,24,15,20,24,24,11,22,14,8,13,20,19,10,17,12,12,23,24,1,9,21,20,17,22,16,20,13,19,10,24,18,40,42,21,23,22,11,13,23,3,24,20,10,24,22,24,14,18,22,19,11,22,19,4,20,19,20,1,25,24,22,11,15,10,0,5,23,16,46,23,9,7,16,12,18,14,26,5,6,23,20,20,22,20,22,9,11,19,24,8,1,24,22,12,19,23,22,17,23,17,15,7,24,23,21,13,22,22,8,22,22,22,16,16,17,13,24,3,7,17,22,20,8,22,23,0,20,13,17,19,10,21,19,20,21,17
"Q7R",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"ZNY",34,6,10,13,8,2,10,6,10,30,3,1,6,11,2,7,11,11,2,9,1,21,0,7,6,3,4,1,1,10,11,14,4,8,7,4,35,3,7,0,32,3,11,5,53,55,8,10,9,2,0,10,10,11,7,23,37,9,11,1,5,9,6,2,9,6,9,7,6,7,12,12,11,9,2,2,3,13,8,10,3,59,10,4,6,3,1,5,27,39,8,7,10,7,7,9,7,9,4,2,6,11,5,14,37,9,1,6,10,9,4,10,4,2,20,11,10,8,0,9,9,5,9,9,9,3,3,4,0,11,10,6,4,9,7,21,9,10,13,7,0,4,32,3,8,6,33,8,4
"MC1",38,2,14,17,4,6,6,2,6,34,7,3,2,7,2,3,7,7,6,5,3,25,4,3,2,7,0,5,5,6,7,18,8,4,3,0,39,1,3,4,36,7,7,1,57,59,4,6,5,6,4,6,14,7,3,27,41,5,7,3,1,5,2,6,5,2,13,3,2,3,16,8,7,5,6,2,7,17,12,6,1,63,6,8,10,1,5,1,31,43,12,11,6,3,3,5,3,5,8,6,2,7,9,18,41,5,5,2,6,5,0,6,0,2,24,7,6,4,4,5,5,9,5,5,5,1,1,0,4,7,14,10,0,5,3,25,5,6,17,3,4,0,36,7,4,2,37,4,0
"AK0",2,38,22,19,40,30,42,38,42,2,29,33,38,43,34,39,43,43,30,41,33,11,32,39,38,29,36,31,31,42,43,18,28,40,39,36,3,35,39,32,0,29,43,37,21,23,40,42,41,30,32,42,22,43,39,9,5,41,43,33,37,41,38,30,41,38,23,39,38,39,20,44,43,41,30,34,29,19,24,42,35,27,42,28,26,35,31,37,5,7,24,25,42,39,39,41,39,41,28,30,38,43,27,18,5,41,31,38,42,41,36,42,36,34,12,43,42,40,32,41,41,27,41,41,41,35,35,36,32,43,22,26,36,41,39,11,41,42,19,39,32,36,0,29,40,38,1,40,36
"U8D",31,9,7,10,11,1,13,9,13,27,0,4,9,14,5,10,14,14,1,12,4,18,3,10,9,0,7,2,2,13,14,11,1,11,10,7,32,6,10,3,29,0,14,8,50,52,11,13,12,1,3,13,7,14,10,20,34,12,14,4,8,12,9,1,12,9,6,10,9,10,9,15,14,12,1,5,0,10,5,13,6,56,13,1,3,6,2,8,24,36,5,4,13,10,10,12,10,12,1,1,9,14,2,11,34,12,2,9,13,12,7,13,7,5,17,14,13,11,3,12,12,2,12,12,12,6,6,7,3,14,7,3,7,12,10,18,12,13,10,10,3,7,29,0,11,9,30,11,7
"DGV",42,2,18,21,0,10,2,2,2,38,11,7,2,3,6,1,3,3,10,1,7,29,8,1,2,11,4,9,9,2,3,22,12,0,1,4,43,5,1,8,40,11,3,3,61,63,0,2,1,10,8,2,18,3,1,31,45,1,3,7,3,1,2,10,1,2,17,1,2,1,20,4,3,1,10,6,11,21,16,2,5,67,2,12,14,5,9,3,35,47,16,15,2,1,1,1,1,1,12,10,2,3,13,22,45,1,9,2,2,1,4,2,4,6,28,3,2,0,8,1,1,13,1,1,1,5,5,4,8,3,18,14,4,1,1,29,1,2,21,1,8,4,40,11,0,2,41,0,4
"NC6",40,0,16,19,2,8,4,0,4,36,9,5,0,5,4,1,5,5,8,3,5,27,6,1,0,9,2,7,7,4,5,20,10,2,1,2,41,3,1,6,38,9,5,1,59,61,2,4,3,8,6,4,16,5,1,29,43,3,5,5,1,3,0,8,3,0,15,1,0,1,18,6,5,3,8,4,9,19,14,4,3,65,4,10,12,3,7,1,33,45,14,13,4,1,1,3,1,3,10,8,0,5,11,20,43,3,7,0,4,3,2,4,2,4,26,5,4,2,6,3,3,11,3,3,3,3,3,2,6,5,16,12,2,3,1,27,3,4,19,1,6,2,38,9,2,0,39,2,2
"FPJ",1,39,23,20,41,31,43,39,43,3,30,34,39,44,35,40,44,44,31,42,34,12,33,40,39,30,37,32,32,43,44,19,29,41,40,37,2,36,40,33,1,30,44,38,20,22,41,43,42,31,33,43,23,44,40,10,4,42,44,34,38,42,39,31,42,39,24,40,39,40,21,45,44,42,31,35,30,20,25,43,36,26,43,29,27,36,32,38,6,6,25,26,43,40,40,42,40,42,29,31,39,44,28,19,4,42,32,39,43,42,37,43,37,35,13,44,43,41,33,42,42,28,42,42,42,36,36,37,33,44,23,27,37,42,40,12,42,43,20,40,33,37,1,30,41,39,0,41,37
"XU0",42,2,18,21,0,10,2,2,2,38,11,7,2,3,6,1,3,3,10,1,7,29,8,1,2,11,4,9,9,2,3,22,12,0,1,4,43,5,1,8,40,11,3,3,61,63,0,2,1,10,8,2,18,3,1,31,45,1,3,7,3,1,2,10,1,2,17,1,2,1,20,4,3,1,10,6,11,21,16,2,5,67,2,12,14,5,9,3,35,47,16,15,2,1,1,1,1,1,12,10,2,3,13,22,45,1,9,2,2,1,4,2,4,6,28,3,2,0,8,1,1,13,1,1,1,5,5,4,8,3,18,14,4,1,1,29,1,2,21,1,8,4,40,11,0,2,41,0,4
"G8F",38,2,14,17,4,6,6,2,6,34,7,3,2,7,2,3,7,7,6,5,3,25,4,3,2,7,0,5,5,6,7,18,8,4,3,0,39,1,3,4,36,7,7,1,57,59,4,6,5,6,4,6,14,7,3,27,41,5,7,3,1,5,2,6,5,2,13,3,2,3,16,8,7,5,6,2,7,17,12,6,1,63,6,8,10,1,5,1,31,43,12,11,6,3,3,5,3,5,8,6,2,7,9,18,41,5,5,2,6,5,0,6,0,2,24,7,6,4,4,5,5,9,5,5,5,1,1,0,4,7,14,10,0,5,3,25,5,6,17,3,4,0,36,7,4,2,37,4,0
