"","A16","A64","A82","ACE","ADZ","AQV","AV5","B93","BGX","BMS","BPJ","BTK","CBB","CDP","CRF","D00","D01","D7A","D85","DE2","DJ9","E3U","E4T","EEJ","FFJ","FPP","FSK","FTC","FYB","G87","G8X","GAN","GHR","GJ3","GPM","GVM","GWF","GWU","GWW","H6C","HGG","HJX","HM9","HRA","J0A","J3M","JB1","JC0","JD5","JTZ","JX3","K3J","KKG","M03","M9R","MB8","N29","N78","NED","NK0","NND","NS2","NXT","NYW","NZA","P67","P6B","P6F","P8M","PTP","PUH","Q11","Q6D","QE2","RCU","RM0","RR8","RW0","S2J","S75","SVV","SY0","T3M","T7P","TE6","TXW","UFK","UUP","V2Q","VEK","VZ8","W2P","W2Z","W7X","WBQ","XU5","XW7","XXZ","XY6","YC6","YDK","YK2","YMD","YUT","ZBB","ZGZ","ZMM","ZT0","ZZJ","Q1C","SBR","B3Q","M05","EF6","DAQ","A05","BGQ","VDE","NAM","HU4","D76","A87","R13","G3R","CTJ","R3M","U4B","YAH","R5A","DFN","XZ8","H9A","PPB","YGY","H27","PG3"
"JB1",3,2,1,2,0,0,2,1,3,1,3,0,2,2,1,1,2,3,2,3,1,2,1,1,2,2,3,2,2,1,2,2,1,2,1,0,1,1,1,1,2,2,2,1,2,3,0,1,1,3,1,3,1,2,2,3,3,1,1,1,2,1,2,2,2,0,2,1,2,1,3,2,4,2,2,2,2,4,2,3,2,1,2,1,2,1,2,1,1,2,3,0,1,1,1,2,1,3,2,2,2,2,1,2,2,2,1,3,3,1,3,2,2,0,3,2,2,2,2,4,1,4,2,2,2,1,1,2,4,2,2,2,3,3,2,2
"JC0",2,3,2,1,0,1,3,2,2,0,2,1,3,3,0,0,1,2,1,2,0,1,0,0,1,1,2,1,1,2,1,1,2,1,0,0,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,2,0,1,1,2,2,1,0,2,1,0,1,1,1,1,1,2,1,2,2,1,3,1,1,1,1,3,1,2,1,2,1,2,1,0,3,2,2,1,2,0,2,2,1,3,2,2,3,1,1,1,2,1,1,1,2,2,2,0,2,1,3,1,2,1,1,3,1,3,0,3,3,1,3,0,0,3,3,1,3,1,2,4,3,1
"JD5",2,3,0,3,1,1,3,2,2,1,2,1,1,1,2,2,2,2,1,2,2,3,1,2,2,2,2,2,3,0,3,2,2,1,2,1,2,2,2,2,3,2,1,0,2,2,1,2,0,2,1,2,1,3,2,2,2,2,1,2,3,1,2,2,3,1,1,1,3,1,4,3,3,3,2,2,1,3,3,2,3,2,2,2,2,2,2,1,1,2,2,0,2,1,1,3,2,2,3,1,3,3,1,1,3,2,1,4,2,2,2,3,1,1,4,1,2,1,2,3,2,3,3,3,1,2,2,1,3,2,1,1,4,2,1,3
"JTZ",0,3,2,3,2,3,3,4,2,1,2,3,1,1,2,2,2,2,1,2,2,3,1,2,2,2,2,2,3,2,3,2,2,1,2,2,3,4,4,4,3,2,1,1,2,0,3,2,2,0,1,2,1,3,0,2,0,3,1,2,3,1,2,2,3,3,1,3,3,3,2,3,1,3,0,0,1,1,1,0,3,4,2,2,2,2,2,3,1,2,2,0,2,3,2,3,2,2,3,1,3,3,1,0,3,2,1,2,2,2,2,3,1,3,2,1,2,1,2,1,2,1,3,3,1,2,2,3,1,1,1,1,2,2,1,3
"JX3",1,3,1,1,0,1,3,2,1,0,1,1,2,2,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,2,2,2,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,1,0,2,1,2,2,1,2,1,1,1,0,2,1,1,1,2,1,2,1,0,3,2,2,1,1,0,2,2,1,3,2,1,3,0,1,1,2,0,1,1,2,2,1,0,1,1,2,1,2,0,1,2,1,2,0,2,3,1,2,0,0,2,2,1,2,0,2,3,2,1
"K3J",1,3,2,1,2,3,3,2,0,1,0,2,3,3,2,2,0,0,1,0,2,1,1,2,0,0,0,0,1,2,1,0,4,1,2,1,1,2,2,2,1,0,1,0,0,2,3,2,2,2,1,0,1,1,2,0,2,1,0,4,1,1,0,0,1,3,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,0,4,0,2,2,1,3,0,0,0,4,1,0,3,4,0,3,1,1,1,3,0,1,0,3,2,0,2,0,1,3,3,2,1,0,3,0,1,2,1,3,1,3,2,2,1,1,0,3,1,2,2,3,1
"KKG",1,3,1,1,0,1,3,2,1,0,1,1,2,2,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,2,2,2,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,1,0,2,1,2,2,1,2,1,1,1,0,2,1,1,1,2,1,2,1,0,3,2,2,1,1,0,2,2,1,3,2,1,3,0,1,1,2,0,1,1,2,2,1,0,1,1,2,1,2,0,1,2,1,2,0,2,3,1,2,0,0,2,2,1,2,0,2,3,2,1
"M03",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"M9R",0,2,2,2,1,2,2,3,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,3,3,2,2,1,1,2,0,2,1,2,0,1,2,1,2,0,2,0,2,1,1,2,1,2,2,2,2,1,3,2,3,1,2,1,2,0,0,1,1,0,0,2,3,2,1,2,1,2,3,1,2,2,0,1,3,2,2,1,2,2,1,2,2,1,0,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,3,1,1,1,1,1,2,1,2
"MB8",1,3,2,1,2,3,3,2,0,1,0,2,3,3,2,2,0,0,1,0,2,1,1,2,0,0,0,0,1,2,1,0,4,1,2,1,1,2,2,2,1,0,1,0,0,2,3,2,2,2,1,0,1,1,2,0,2,1,0,4,1,1,0,0,1,3,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,0,4,0,2,2,1,3,0,0,0,4,1,0,3,4,0,3,1,1,1,3,0,1,0,3,2,0,2,0,1,3,3,2,1,0,3,0,1,2,1,3,1,3,2,2,1,1,0,3,1,2,2,3,1
"N29",0,3,2,3,2,3,3,4,2,1,2,3,1,1,2,2,2,2,1,2,2,3,1,2,2,2,2,2,3,2,3,2,2,1,2,2,3,4,4,4,3,2,1,1,2,0,3,2,2,0,1,2,1,3,0,2,0,3,1,2,3,1,2,2,3,3,1,3,3,3,2,3,1,3,0,0,1,1,1,0,3,4,2,2,2,2,2,3,1,2,2,0,2,3,2,3,2,2,3,1,3,3,1,0,3,2,1,2,2,2,2,3,1,3,2,1,2,1,2,1,2,1,3,3,1,2,2,3,1,1,1,1,2,2,1,3
"N78",2,1,2,0,1,1,1,0,1,1,1,0,3,3,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,2,1,0,3,1,1,2,3,1,1,1,0,2,1,3,0,0,2,0,1,0,0,0,1,2,0,0,0,1,0,2,0,2,2,2,2,2,2,0,0,0,2,0,1,1,0,2,0,1,0,2,0,0,1,2,1,1,2,0,0,2,1,0,0,2,1,1,1,1,0,3,1,1,2,0,3,0,2,1,2,1,0,3,1,1,1,2,0,3,2,1,2,3,0
"NED",1,2,1,0,0,1,2,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,2,0,0,2,1,2,0,0,0,2,1,0,2,2,0,2,0,0,0,2,0,0,0,2,1,0,0,0,0,2,1,1,0,0,2,0,1,0,1,2,0,2,0,0,1,1,0,2,0,1,2,2,0
"NK0",2,1,2,3,1,1,1,2,4,2,4,1,1,1,2,2,3,4,3,4,2,3,2,2,3,3,4,3,3,2,3,3,0,3,2,1,2,2,2,2,3,3,3,2,3,2,1,2,2,2,2,4,2,3,1,4,2,2,2,0,3,2,3,3,3,1,3,2,3,2,2,3,3,3,1,1,3,3,1,2,3,2,3,0,3,2,1,2,0,3,4,0,0,2,2,1,0,4,1,3,3,3,0,2,3,3,0,2,4,2,4,3,1,1,2,3,3,1,3,3,2,3,1,3,1,2,2,3,3,2,1,3,2,2,1,3
"NND",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"NS2",1,3,1,1,0,1,3,2,1,0,1,1,2,2,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,2,2,2,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,2,1,0,1,1,1,1,0,2,1,2,2,1,2,1,1,1,0,2,1,1,1,2,1,2,1,0,3,2,2,1,1,0,2,2,1,3,2,1,3,0,1,1,2,0,1,1,2,2,1,0,1,1,2,1,2,0,1,2,1,2,0,2,3,1,2,0,0,2,2,1,2,0,2,3,2,1
"NXT",1,2,2,0,1,2,2,1,0,1,0,1,3,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,2,2,1,2,2,1,0,1,0,2,0,2,0,0,3,0,1,0,0,0,2,1,1,0,1,1,0,1,0,2,2,1,1,2,1,0,1,0,3,0,1,2,1,3,0,0,0,3,1,0,2,3,0,2,1,0,0,3,0,0,0,3,1,0,1,0,0,3,2,1,1,0,3,0,1,1,1,2,0,3,1,1,1,1,0,3,1,1,2,3,0
"NYW",1,2,2,0,1,2,2,1,0,1,0,1,3,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,2,2,1,2,2,1,0,1,0,2,0,2,0,0,3,0,1,0,0,0,2,1,1,0,1,1,0,1,0,2,2,1,1,2,1,0,1,0,3,0,1,2,1,3,0,0,0,3,1,0,2,3,0,2,1,0,0,3,0,0,0,3,1,0,1,0,0,3,2,1,1,0,3,0,1,1,1,2,0,3,1,1,1,1,0,3,1,1,2,3,0
"NZA",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"P67",3,2,1,2,0,0,2,1,3,1,3,0,2,2,1,1,2,3,2,3,1,2,1,1,2,2,3,2,2,1,2,2,1,2,1,0,1,1,1,1,2,2,2,1,2,3,0,1,1,3,1,3,1,2,2,3,3,1,1,1,2,1,2,2,2,0,2,1,2,1,3,2,4,2,2,2,2,4,2,3,2,1,2,1,2,1,2,1,1,2,3,0,1,1,1,2,1,3,2,2,2,2,1,2,2,2,1,3,3,1,3,2,2,0,3,2,2,2,2,4,1,4,2,2,2,1,1,2,4,2,2,2,3,3,2,2
"P6B",1,4,1,2,1,2,4,3,1,0,1,2,2,2,1,1,1,1,0,1,1,2,0,1,1,1,1,1,2,1,2,1,3,0,1,1,2,3,3,3,2,1,0,0,1,1,2,1,1,1,0,1,0,2,1,1,1,2,0,3,2,0,1,1,2,2,0,2,2,2,3,2,2,2,1,1,0,2,2,1,2,3,1,3,1,1,3,2,2,1,1,0,3,2,1,4,3,1,4,0,2,2,2,0,2,1,2,3,1,1,1,2,2,2,3,0,1,2,1,2,1,2,4,2,2,1,1,2,2,1,2,0,3,3,2,2
"P6F",2,1,1,1,1,1,1,0,1,2,1,0,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,1,1,2,0,1,3,1,2,1,3,2,1,2,1,3,1,3,0,1,2,1,2,1,1,1,1,2,0,1,0,2,1,2,1,3,3,2,2,3,2,1,0,1,2,1,2,1,0,2,1,1,0,2,0,0,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,0,2,1,2,2,2,1,2,1
"P8M",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"PTP",2,1,1,1,1,1,1,0,1,2,1,0,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,1,1,2,0,1,3,1,2,1,3,2,1,2,1,3,1,3,0,1,2,1,2,1,1,1,1,2,0,1,0,2,1,2,1,3,3,2,2,3,2,1,0,1,2,1,2,1,0,2,1,1,0,2,0,0,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,0,2,1,2,2,2,1,2,1
"PUH",1,1,4,1,2,3,1,2,2,2,2,2,3,3,2,2,1,2,3,2,2,1,2,2,1,1,2,1,1,4,1,1,2,3,2,1,1,2,2,2,1,1,3,2,1,2,3,2,4,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,3,3,2,1,2,0,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2,1,2,2,1,2,0,2,2,1,1,2,2,1,3,1,1,2,1,1,1,2,0,2,2,2,1,3,3,0,3,1,3,1,1,2,1,1,1,3,2,2,3,1,0,3,3,0,2,3,1
"Q11",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"Q6D",0,2,3,2,3,4,2,3,1,2,1,3,2,2,3,3,1,1,2,1,3,2,2,3,1,1,1,1,2,3,2,1,3,2,3,2,2,3,3,3,2,1,2,1,1,1,4,3,3,1,2,1,2,2,1,1,1,2,1,3,2,2,1,1,2,4,2,2,2,2,1,2,0,2,1,1,2,0,2,0,2,3,1,3,1,3,1,2,2,1,1,0,3,2,1,2,3,1,2,2,2,2,2,0,2,1,2,1,1,3,1,2,2,4,1,2,1,2,1,0,3,0,2,2,2,3,3,2,0,0,2,2,1,1,2,2
"QE2",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"RCU",0,2,2,2,1,2,2,3,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,3,3,2,2,1,1,2,0,2,1,2,0,1,2,1,2,0,2,0,2,1,1,2,1,2,2,2,2,1,3,2,3,1,2,1,2,0,0,1,1,0,0,2,3,2,1,2,1,2,3,1,2,2,0,1,3,2,2,1,2,2,1,2,2,1,0,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,3,1,1,1,1,1,2,1,2
"RM0",0,2,2,2,1,2,2,3,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,3,3,2,2,1,1,2,0,2,1,2,0,1,2,1,2,0,2,0,2,1,1,2,1,2,2,2,2,1,3,2,3,1,2,1,2,0,0,1,1,0,0,2,3,2,1,2,1,2,3,1,2,2,0,1,3,2,2,1,2,2,1,2,2,1,0,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,3,1,1,1,1,1,2,1,2
"RR8",1,4,1,2,1,2,4,3,1,0,1,2,2,2,1,1,1,1,0,1,1,2,0,1,1,1,1,1,2,1,2,1,3,0,1,1,2,3,3,3,2,1,0,0,1,1,2,1,1,1,0,1,0,2,1,1,1,2,0,3,2,0,1,1,2,2,0,2,2,2,3,2,2,2,1,1,0,2,2,1,2,3,1,3,1,1,3,2,2,1,1,0,3,2,1,4,3,1,4,0,2,2,2,0,2,1,2,3,1,1,1,2,2,2,3,0,1,2,1,2,1,2,4,2,2,1,1,2,2,1,2,0,3,3,2,2
"RW0",0,2,3,2,3,4,2,3,1,2,1,3,2,2,3,3,1,1,2,1,3,2,2,3,1,1,1,1,2,3,2,1,3,2,3,2,2,3,3,3,2,1,2,1,1,1,4,3,3,1,2,1,2,2,1,1,1,2,1,3,2,2,1,1,2,4,2,2,2,2,1,2,0,2,1,1,2,0,2,0,2,3,1,3,1,3,1,2,2,1,1,0,3,2,1,2,3,1,2,2,2,2,2,0,2,1,2,1,1,3,1,2,2,4,1,2,1,2,1,0,3,0,2,2,2,3,3,2,0,0,2,2,1,1,2,2
"S2J",1,2,3,2,1,2,2,3,3,1,3,2,2,2,1,1,2,3,2,3,1,2,1,1,2,2,3,2,2,3,2,2,1,2,1,1,2,3,3,3,2,2,2,2,2,1,2,1,3,1,1,3,1,2,0,3,1,2,1,1,2,1,2,2,2,2,2,3,2,3,1,2,2,2,0,0,2,2,0,1,2,3,2,1,2,1,2,3,1,2,3,0,1,3,2,2,1,3,2,2,2,2,1,1,2,2,1,1,3,1,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,4,2,1,2,2,1,3,2,2
"S75",0,2,2,2,2,3,2,3,1,1,1,3,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,3,3,3,2,1,1,1,1,0,3,2,2,0,1,1,1,2,0,1,0,2,1,2,2,1,1,1,2,3,1,2,2,2,1,2,0,2,0,0,1,0,1,0,2,3,1,2,1,2,1,2,1,1,1,0,2,2,1,2,2,1,2,1,2,2,1,0,2,1,1,1,1,2,1,2,1,3,1,1,1,1,1,0,2,0,2,2,1,2,2,2,0,0,1,1,1,1,1,2
"SVV",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"SY0",3,1,2,1,1,1,1,0,2,2,2,0,3,3,2,2,1,2,3,2,2,1,2,2,1,1,2,1,1,2,1,1,2,3,2,0,0,0,0,0,1,1,3,1,1,4,1,2,2,4,2,2,2,1,3,2,4,0,1,2,1,2,1,1,1,1,3,0,1,0,2,1,3,1,3,3,3,3,3,3,1,0,1,2,1,2,1,0,2,1,2,0,2,0,0,1,2,2,1,3,1,1,2,2,1,1,2,2,2,2,2,1,3,1,2,3,1,3,1,3,2,3,1,1,3,2,2,1,3,1,3,3,2,2,3,1
"T3M",1,2,2,0,1,2,2,1,0,1,0,1,3,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,2,2,1,2,2,1,0,1,0,2,0,2,0,0,3,0,1,0,0,0,2,1,1,0,1,1,0,1,0,2,2,1,1,2,1,0,1,0,3,0,1,2,1,3,0,0,0,3,1,0,2,3,0,2,1,0,0,3,0,0,0,3,1,0,1,0,0,3,2,1,1,0,3,0,1,1,1,2,0,3,1,1,1,1,0,3,1,1,2,3,0
"T7P",2,1,2,3,1,1,1,2,4,2,4,1,1,1,2,2,3,4,3,4,2,3,2,2,3,3,4,3,3,2,3,3,0,3,2,1,2,2,2,2,3,3,3,2,3,2,1,2,2,2,2,4,2,3,1,4,2,2,2,0,3,2,3,3,3,1,3,2,3,2,2,3,3,3,1,1,3,3,1,2,3,2,3,0,3,2,1,2,0,3,4,0,0,2,2,1,0,4,1,3,3,3,0,2,3,3,0,2,4,2,4,3,1,1,2,3,3,1,3,3,2,3,1,3,1,2,2,3,3,2,1,3,2,2,1,3
"TE6",1,2,2,0,1,2,2,1,0,1,0,1,3,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,2,2,1,2,2,1,0,1,0,2,0,2,0,0,3,0,1,0,0,0,2,1,1,0,1,1,0,1,0,2,2,1,1,2,1,0,1,0,3,0,1,2,1,3,0,0,0,3,1,0,2,3,0,2,1,0,0,3,0,0,0,3,1,0,1,0,0,3,2,1,1,0,3,0,1,1,1,2,0,3,1,1,1,1,0,3,1,1,2,3,0
"TXW",2,3,2,1,0,1,3,2,2,0,2,1,3,3,0,0,1,2,1,2,0,1,0,0,1,1,2,1,1,2,1,1,2,1,0,0,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,2,0,1,1,2,2,1,0,2,1,0,1,1,1,1,1,2,1,2,2,1,3,1,1,1,1,3,1,2,1,2,1,2,1,0,3,2,2,1,2,0,2,2,1,3,2,2,3,1,1,1,2,1,1,1,2,2,2,0,2,1,3,1,2,1,1,3,1,3,0,3,3,1,3,0,0,3,3,1,3,1,2,4,3,1
"UFK",1,0,2,2,2,2,0,1,2,3,2,1,1,1,3,3,2,2,3,2,3,2,3,3,2,2,2,2,2,2,2,2,1,3,3,1,1,1,1,1,2,2,3,1,2,2,2,3,2,2,3,2,3,2,2,2,2,1,2,1,2,3,2,2,2,2,3,1,2,1,1,2,1,2,2,2,3,1,2,1,2,1,2,1,2,3,0,1,1,2,2,0,1,1,1,0,1,2,0,3,2,2,1,1,2,2,1,1,2,3,2,2,1,2,1,3,2,1,2,1,3,1,0,2,1,3,3,1,1,1,1,3,1,0,1,2
"UUP",2,1,1,1,1,1,1,0,1,2,1,0,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,1,1,2,0,1,3,1,2,1,3,2,1,2,1,3,1,3,0,1,2,1,2,1,1,1,1,2,0,1,0,2,1,2,1,3,3,2,2,3,2,1,0,1,2,1,2,1,0,2,1,1,0,2,0,0,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,0,2,1,2,2,2,1,2,1
"V2Q",1,1,1,3,1,1,1,2,3,2,3,1,0,0,2,2,3,3,2,3,2,3,2,2,3,3,3,3,3,1,3,3,0,2,2,1,2,2,2,2,3,3,2,1,3,1,1,2,1,1,2,3,2,3,1,3,1,2,2,0,3,2,3,3,3,1,2,2,3,2,2,3,2,3,1,1,2,2,1,1,3,2,3,0,3,2,1,2,0,3,3,0,0,2,2,1,0,3,1,2,3,3,0,1,3,3,0,2,3,2,3,3,0,1,2,2,3,0,3,2,2,2,1,3,0,2,2,2,2,2,0,2,2,1,0,3
"VEK",1,2,2,0,1,2,2,1,0,1,0,1,3,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,2,2,1,2,2,1,0,1,0,2,0,2,0,0,3,0,1,0,0,0,2,1,1,0,1,1,0,1,0,2,2,1,1,2,1,0,1,0,3,0,1,2,1,3,0,0,0,3,1,0,2,3,0,2,1,0,0,3,0,0,0,3,1,0,1,0,0,3,2,1,1,0,3,0,1,1,1,2,0,3,1,1,1,1,0,3,1,1,2,3,0
"VZ8",1,3,2,1,2,3,3,2,0,1,0,2,3,3,2,2,0,0,1,0,2,1,1,2,0,0,0,0,1,2,1,0,4,1,2,1,1,2,2,2,1,0,1,0,0,2,3,2,2,2,1,0,1,1,2,0,2,1,0,4,1,1,0,0,1,3,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,0,4,0,2,2,1,3,0,0,0,4,1,0,3,4,0,3,1,1,1,3,0,1,0,3,2,0,2,0,1,3,3,2,1,0,3,0,1,2,1,3,1,3,2,2,1,1,0,3,1,2,2,3,1
"W2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"W2Z",2,1,2,3,1,1,1,2,4,2,4,1,1,1,2,2,3,4,3,4,2,3,2,2,3,3,4,3,3,2,3,3,0,3,2,1,2,2,2,2,3,3,3,2,3,2,1,2,2,2,2,4,2,3,1,4,2,2,2,0,3,2,3,3,3,1,3,2,3,2,2,3,3,3,1,1,3,3,1,2,3,2,3,0,3,2,1,2,0,3,4,0,0,2,2,1,0,4,1,3,3,3,0,2,3,3,0,2,4,2,4,3,1,1,2,3,3,1,3,3,2,3,1,3,1,2,2,3,3,2,1,3,2,2,1,3
"W7X",2,1,1,1,1,1,1,0,1,2,1,0,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,1,1,2,0,1,3,1,2,1,3,2,1,2,1,3,1,3,0,1,2,1,2,1,1,1,1,2,0,1,0,2,1,2,1,3,3,2,2,3,2,1,0,1,2,1,2,1,0,2,1,1,0,2,0,0,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,0,2,1,2,2,2,1,2,1
