"","AB9","AJJ","AMU","AY9","B7D","BFX","C23","CHC","CKE","D34","DSD","DUB","DWH","DY7","DYG","E1F","ERD","F06","F3C","F6V","FCZ","FF2","FKB","G0A","GC2","GEB","GKN","H7Z","HAF","HAN","JAX","JEB","JGV","JPE","JUS","JZU","K4E","K71","M19","MBS","MK3","MYQ","N3A","N67","N6Q","NCW","ND3","NK4","NR7","P4Z","P5W","P64","PN5","QD1","QZM","R7H","S0H","S64","SNZ","SYE","T01","T1B","T4Y","T91","TDD","TM1","U0H","U0J","UNT","V1C","VCT","VSX","VWW","WCK","WQE","X1J","X2X","X4C","X9J","XTG","XVF","XXM","YCU","YGN","YX3","Z6V","Z8V","ZAT","ZGA","ZVF","ZVQ","ZWP","ZZQ","FUT","KE0","QVY","N64","W90","CV9","FGN","Y15","SSD","TUE","X58","KJ2","Q0Z","K3V","YBV","WT6","HE7","M9X","X2C","HGH","ME6","T0N","G2Y","Y9Y"
"QZM",4,2,3,0,11,8,11,0,8,0,0,2,11,11,6,4,9,6,8,0,5,1,11,6,6,6,11,9,11,3,8,8,9,11,11,11,1,4,6,0,8,1,6,11,6,1,3,2,2,10,9,4,11,11,0,11,0,7,11,11,0,11,8,8,1,9,8,10,2,7,10,11,9,5,5,11,2,3,1,6,3,10,6,6,7,9,5,11,8,6,4,8,2,1,4,10,5,3,4,3,11,11,8,2,9,11,11,8,10,6,6,2,5,11,11,4,1
"R7H",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"S0H",4,2,3,0,11,8,11,0,8,0,0,2,11,11,6,4,9,6,8,0,5,1,11,6,6,6,11,9,11,3,8,8,9,11,11,11,1,4,6,0,8,1,6,11,6,1,3,2,2,10,9,4,11,11,0,11,0,7,11,11,0,11,8,8,1,9,8,10,2,7,10,11,9,5,5,11,2,3,1,6,3,10,6,6,7,9,5,11,8,6,4,8,2,1,4,10,5,3,4,3,11,11,8,2,9,11,11,8,10,6,6,2,5,11,11,4,1
"S64",11,9,4,7,18,15,18,7,15,7,7,9,18,18,13,11,16,13,15,7,12,8,18,1,13,13,18,16,18,10,15,15,16,18,18,18,8,11,13,7,15,6,13,18,13,8,10,9,9,17,16,11,18,18,7,18,7,0,18,18,7,18,15,15,6,16,15,17,5,14,17,18,16,12,12,18,9,10,8,13,10,17,13,13,14,16,12,18,15,13,3,15,9,8,3,17,12,10,11,4,18,18,15,9,16,18,18,15,17,13,13,9,12,18,18,11,8
"SNZ",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"SYE",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"T01",4,2,3,0,11,8,11,0,8,0,0,2,11,11,6,4,9,6,8,0,5,1,11,6,6,6,11,9,11,3,8,8,9,11,11,11,1,4,6,0,8,1,6,11,6,1,3,2,2,10,9,4,11,11,0,11,0,7,11,11,0,11,8,8,1,9,8,10,2,7,10,11,9,5,5,11,2,3,1,6,3,10,6,6,7,9,5,11,8,6,4,8,2,1,4,10,5,3,4,3,11,11,8,2,9,11,11,8,10,6,6,2,5,11,11,4,1
"T1B",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"T4Y",4,6,11,8,3,0,3,8,0,8,8,6,3,3,2,4,1,2,0,8,3,7,3,14,2,2,3,1,3,5,0,0,1,3,3,3,7,4,2,8,0,9,2,3,2,7,5,6,6,2,1,4,3,3,8,3,8,15,3,3,8,3,0,0,9,1,0,2,10,1,2,3,1,3,3,3,6,5,7,2,5,2,2,2,1,1,3,3,0,2,12,0,6,7,12,2,3,5,4,11,3,3,0,6,1,3,3,0,2,2,2,6,3,3,3,4,7
"T91",4,6,11,8,3,0,3,8,0,8,8,6,3,3,2,4,1,2,0,8,3,7,3,14,2,2,3,1,3,5,0,0,1,3,3,3,7,4,2,8,0,9,2,3,2,7,5,6,6,2,1,4,3,3,8,3,8,15,3,3,8,3,0,0,9,1,0,2,10,1,2,3,1,3,3,3,6,5,7,2,5,2,2,2,1,1,3,3,0,2,12,0,6,7,12,2,3,5,4,11,3,3,0,6,1,3,3,0,2,2,2,6,3,3,3,4,7
"TDD",5,3,2,1,12,9,12,1,9,1,1,3,12,12,7,5,10,7,9,1,6,2,12,5,7,7,12,10,12,4,9,9,10,12,12,12,2,5,7,1,9,0,7,12,7,2,4,3,3,11,10,5,12,12,1,12,1,6,12,12,1,12,9,9,0,10,9,11,1,8,11,12,10,6,6,12,3,4,2,7,4,11,7,7,8,10,6,12,9,7,3,9,3,2,3,11,6,4,5,2,12,12,9,3,10,12,12,9,11,7,7,3,6,12,12,5,2
"TM1",5,7,12,9,2,1,2,9,1,9,9,7,2,2,3,5,0,3,1,9,4,8,2,15,3,3,2,0,2,6,1,1,0,2,2,2,8,5,3,9,1,10,3,2,3,8,6,7,7,1,0,5,2,2,9,2,9,16,2,2,9,2,1,1,10,0,1,1,11,2,1,2,0,4,4,2,7,6,8,3,6,1,3,3,2,0,4,2,1,3,13,1,7,8,13,1,4,6,5,12,2,2,1,7,0,2,2,1,1,3,3,7,4,2,2,5,8
"U0H",4,6,11,8,3,0,3,8,0,8,8,6,3,3,2,4,1,2,0,8,3,7,3,14,2,2,3,1,3,5,0,0,1,3,3,3,7,4,2,8,0,9,2,3,2,7,5,6,6,2,1,4,3,3,8,3,8,15,3,3,8,3,0,0,9,1,0,2,10,1,2,3,1,3,3,3,6,5,7,2,5,2,2,2,1,1,3,3,0,2,12,0,6,7,12,2,3,5,4,11,3,3,0,6,1,3,3,0,2,2,2,6,3,3,3,4,7
"U0J",6,8,13,10,1,2,1,10,2,10,10,8,1,1,4,6,1,4,2,10,5,9,1,16,4,4,1,1,1,7,2,2,1,1,1,1,9,6,4,10,2,11,4,1,4,9,7,8,8,0,1,6,1,1,10,1,10,17,1,1,10,1,2,2,11,1,2,0,12,3,0,1,1,5,5,1,8,7,9,4,7,0,4,4,3,1,5,1,2,4,14,2,8,9,14,0,5,7,6,13,1,1,2,8,1,1,1,2,0,4,4,8,5,1,1,6,9
"UNT",6,4,1,2,13,10,13,2,10,2,2,4,13,13,8,6,11,8,10,2,7,3,13,4,8,8,13,11,13,5,10,10,11,13,13,13,3,6,8,2,10,1,8,13,8,3,5,4,4,12,11,6,13,13,2,13,2,5,13,13,2,13,10,10,1,11,10,12,0,9,12,13,11,7,7,13,4,5,3,8,5,12,8,8,9,11,7,13,10,8,2,10,4,3,2,12,7,5,6,1,13,13,10,4,11,13,13,10,12,8,8,4,7,13,13,6,3
"V1C",3,5,10,7,4,1,4,7,1,7,7,5,4,4,1,3,2,1,1,7,2,6,4,13,1,1,4,2,4,4,1,1,2,4,4,4,6,3,1,7,1,8,1,4,1,6,4,5,5,3,2,3,4,4,7,4,7,14,4,4,7,4,1,1,8,2,1,3,9,0,3,4,2,2,2,4,5,4,6,1,4,3,1,1,0,2,2,4,1,1,11,1,5,6,11,3,2,4,3,10,4,4,1,5,2,4,4,1,3,1,1,5,2,4,4,3,6
"VCT",6,8,13,10,1,2,1,10,2,10,10,8,1,1,4,6,1,4,2,10,5,9,1,16,4,4,1,1,1,7,2,2,1,1,1,1,9,6,4,10,2,11,4,1,4,9,7,8,8,0,1,6,1,1,10,1,10,17,1,1,10,1,2,2,11,1,2,0,12,3,0,1,1,5,5,1,8,7,9,4,7,0,4,4,3,1,5,1,2,4,14,2,8,9,14,0,5,7,6,13,1,1,2,8,1,1,1,2,0,4,4,8,5,1,1,6,9
"VSX",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"VWW",5,7,12,9,2,1,2,9,1,9,9,7,2,2,3,5,0,3,1,9,4,8,2,15,3,3,2,0,2,6,1,1,0,2,2,2,8,5,3,9,1,10,3,2,3,8,6,7,7,1,0,5,2,2,9,2,9,16,2,2,9,2,1,1,10,0,1,1,11,2,1,2,0,4,4,2,7,6,8,3,6,1,3,3,2,0,4,2,1,3,13,1,7,8,13,1,4,6,5,12,2,2,1,7,0,2,2,1,1,3,3,7,4,2,2,5,8
"WCK",1,3,8,5,6,3,6,5,3,5,5,3,6,6,1,1,4,1,3,5,0,4,6,11,1,1,6,4,6,2,3,3,4,6,6,6,4,1,1,5,3,6,1,6,1,4,2,3,3,5,4,1,6,6,5,6,5,12,6,6,5,6,3,3,6,4,3,5,7,2,5,6,4,0,0,6,3,2,4,1,2,5,1,1,2,4,0,6,3,1,9,3,3,4,9,5,0,2,1,8,6,6,3,3,4,6,6,3,5,1,1,3,0,6,6,1,4
"WQE",1,3,8,5,6,3,6,5,3,5,5,3,6,6,1,1,4,1,3,5,0,4,6,11,1,1,6,4,6,2,3,3,4,6,6,6,4,1,1,5,3,6,1,6,1,4,2,3,3,5,4,1,6,6,5,6,5,12,6,6,5,6,3,3,6,4,3,5,7,2,5,6,4,0,0,6,3,2,4,1,2,5,1,1,2,4,0,6,3,1,9,3,3,4,9,5,0,2,1,8,6,6,3,3,4,6,6,3,5,1,1,3,0,6,6,1,4
"X1J",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"X2X",2,0,5,2,9,6,9,2,6,2,2,0,9,9,4,2,7,4,6,2,3,1,9,8,4,4,9,7,9,1,6,6,7,9,9,9,1,2,4,2,6,3,4,9,4,1,1,0,0,8,7,2,9,9,2,9,2,9,9,9,2,9,6,6,3,7,6,8,4,5,8,9,7,3,3,9,0,1,1,4,1,8,4,4,5,7,3,9,6,4,6,6,0,1,6,8,3,1,2,5,9,9,6,0,7,9,9,6,8,4,4,0,3,9,9,2,1
"X4C",1,1,6,3,8,5,8,3,5,3,3,1,8,8,3,1,6,3,5,3,2,2,8,9,3,3,8,6,8,0,5,5,6,8,8,8,2,1,3,3,5,4,3,8,3,2,0,1,1,7,6,1,8,8,3,8,3,10,8,8,3,8,5,5,4,6,5,7,5,4,7,8,6,2,2,8,1,0,2,3,0,7,3,3,4,6,2,8,5,3,7,5,1,2,7,7,2,0,1,6,8,8,5,1,6,8,8,5,7,3,3,1,2,8,8,1,2
"X9J",3,1,4,1,10,7,10,1,7,1,1,1,10,10,5,3,8,5,7,1,4,0,10,7,5,5,10,8,10,2,7,7,8,10,10,10,0,3,5,1,7,2,5,10,5,0,2,1,1,9,8,3,10,10,1,10,1,8,10,10,1,10,7,7,2,8,7,9,3,6,9,10,8,4,4,10,1,2,0,5,2,9,5,5,6,8,4,10,7,5,5,7,1,0,5,9,4,2,3,4,10,10,7,1,8,10,10,7,9,5,5,1,4,10,10,3,0
"XTG",2,4,9,6,5,2,5,6,2,6,6,4,5,5,0,2,3,0,2,6,1,5,5,12,0,0,5,3,5,3,2,2,3,5,5,5,5,2,0,6,2,7,0,5,0,5,3,4,4,4,3,2,5,5,6,5,6,13,5,5,6,5,2,2,7,3,2,4,8,1,4,5,3,1,1,5,4,3,5,0,3,4,0,0,1,3,1,5,2,0,10,2,4,5,10,4,1,3,2,9,5,5,2,4,3,5,5,2,4,0,0,4,1,5,5,2,5
"XVF",1,1,6,3,8,5,8,3,5,3,3,1,8,8,3,1,6,3,5,3,2,2,8,9,3,3,8,6,8,0,5,5,6,8,8,8,2,1,3,3,5,4,3,8,3,2,0,1,1,7,6,1,8,8,3,8,3,10,8,8,3,8,5,5,4,6,5,7,5,4,7,8,6,2,2,8,1,0,2,3,0,7,3,3,4,6,2,8,5,3,7,5,1,2,7,7,2,0,1,6,8,8,5,1,6,8,8,5,7,3,3,1,2,8,8,1,2
"XXM",6,8,13,10,1,2,1,10,2,10,10,8,1,1,4,6,1,4,2,10,5,9,1,16,4,4,1,1,1,7,2,2,1,1,1,1,9,6,4,10,2,11,4,1,4,9,7,8,8,0,1,6,1,1,10,1,10,17,1,1,10,1,2,2,11,1,2,0,12,3,0,1,1,5,5,1,8,7,9,4,7,0,4,4,3,1,5,1,2,4,14,2,8,9,14,0,5,7,6,13,1,1,2,8,1,1,1,2,0,4,4,8,5,1,1,6,9
"YCU",2,4,9,6,5,2,5,6,2,6,6,4,5,5,0,2,3,0,2,6,1,5,5,12,0,0,5,3,5,3,2,2,3,5,5,5,5,2,0,6,2,7,0,5,0,5,3,4,4,4,3,2,5,5,6,5,6,13,5,5,6,5,2,2,7,3,2,4,8,1,4,5,3,1,1,5,4,3,5,0,3,4,0,0,1,3,1,5,2,0,10,2,4,5,10,4,1,3,2,9,5,5,2,4,3,5,5,2,4,0,0,4,1,5,5,2,5
"YGN",2,4,9,6,5,2,5,6,2,6,6,4,5,5,0,2,3,0,2,6,1,5,5,12,0,0,5,3,5,3,2,2,3,5,5,5,5,2,0,6,2,7,0,5,0,5,3,4,4,4,3,2,5,5,6,5,6,13,5,5,6,5,2,2,7,3,2,4,8,1,4,5,3,1,1,5,4,3,5,0,3,4,0,0,1,3,1,5,2,0,10,2,4,5,10,4,1,3,2,9,5,5,2,4,3,5,5,2,4,0,0,4,1,5,5,2,5
"YX3",3,5,10,7,4,1,4,7,1,7,7,5,4,4,1,3,2,1,1,7,2,6,4,13,1,1,4,2,4,4,1,1,2,4,4,4,6,3,1,7,1,8,1,4,1,6,4,5,5,3,2,3,4,4,7,4,7,14,4,4,7,4,1,1,8,2,1,3,9,0,3,4,2,2,2,4,5,4,6,1,4,3,1,1,0,2,2,4,1,1,11,1,5,6,11,3,2,4,3,10,4,4,1,5,2,4,4,1,3,1,1,5,2,4,4,3,6
"Z6V",5,7,12,9,2,1,2,9,1,9,9,7,2,2,3,5,0,3,1,9,4,8,2,15,3,3,2,0,2,6,1,1,0,2,2,2,8,5,3,9,1,10,3,2,3,8,6,7,7,1,0,5,2,2,9,2,9,16,2,2,9,2,1,1,10,0,1,1,11,2,1,2,0,4,4,2,7,6,8,3,6,1,3,3,2,0,4,2,1,3,13,1,7,8,13,1,4,6,5,12,2,2,1,7,0,2,2,1,1,3,3,7,4,2,2,5,8
"Z8V",1,3,8,5,6,3,6,5,3,5,5,3,6,6,1,1,4,1,3,5,0,4,6,11,1,1,6,4,6,2,3,3,4,6,6,6,4,1,1,5,3,6,1,6,1,4,2,3,3,5,4,1,6,6,5,6,5,12,6,6,5,6,3,3,6,4,3,5,7,2,5,6,4,0,0,6,3,2,4,1,2,5,1,1,2,4,0,6,3,1,9,3,3,4,9,5,0,2,1,8,6,6,3,3,4,6,6,3,5,1,1,3,0,6,6,1,4
"ZAT",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"ZGA",4,6,11,8,3,0,3,8,0,8,8,6,3,3,2,4,1,2,0,8,3,7,3,14,2,2,3,1,3,5,0,0,1,3,3,3,7,4,2,8,0,9,2,3,2,7,5,6,6,2,1,4,3,3,8,3,8,15,3,3,8,3,0,0,9,1,0,2,10,1,2,3,1,3,3,3,6,5,7,2,5,2,2,2,1,1,3,3,0,2,12,0,6,7,12,2,3,5,4,11,3,3,0,6,1,3,3,0,2,2,2,6,3,3,3,4,7
"ZVF",2,4,9,6,5,2,5,6,2,6,6,4,5,5,0,2,3,0,2,6,1,5,5,12,0,0,5,3,5,3,2,2,3,5,5,5,5,2,0,6,2,7,0,5,0,5,3,4,4,4,3,2,5,5,6,5,6,13,5,5,6,5,2,2,7,3,2,4,8,1,4,5,3,1,1,5,4,3,5,0,3,4,0,0,1,3,1,5,2,0,10,2,4,5,10,4,1,3,2,9,5,5,2,4,3,5,5,2,4,0,0,4,1,5,5,2,5
"ZVQ",8,6,1,4,15,12,15,4,12,4,4,6,15,15,10,8,13,10,12,4,9,5,15,2,10,10,15,13,15,7,12,12,13,15,15,15,5,8,10,4,12,3,10,15,10,5,7,6,6,14,13,8,15,15,4,15,4,3,15,15,4,15,12,12,3,13,12,14,2,11,14,15,13,9,9,15,6,7,5,10,7,14,10,10,11,13,9,15,12,10,0,12,6,5,0,14,9,7,8,1,15,15,12,6,13,15,15,12,14,10,10,6,9,15,15,8,5
"ZWP",4,6,11,8,3,0,3,8,0,8,8,6,3,3,2,4,1,2,0,8,3,7,3,14,2,2,3,1,3,5,0,0,1,3,3,3,7,4,2,8,0,9,2,3,2,7,5,6,6,2,1,4,3,3,8,3,8,15,3,3,8,3,0,0,9,1,0,2,10,1,2,3,1,3,3,3,6,5,7,2,5,2,2,2,1,1,3,3,0,2,12,0,6,7,12,2,3,5,4,11,3,3,0,6,1,3,3,0,2,2,2,6,3,3,3,4,7
"ZZQ",2,0,5,2,9,6,9,2,6,2,2,0,9,9,4,2,7,4,6,2,3,1,9,8,4,4,9,7,9,1,6,6,7,9,9,9,1,2,4,2,6,3,4,9,4,1,1,0,0,8,7,2,9,9,2,9,2,9,9,9,2,9,6,6,3,7,6,8,4,5,8,9,7,3,3,9,0,1,1,4,1,8,4,4,5,7,3,9,6,4,6,6,0,1,6,8,3,1,2,5,9,9,6,0,7,9,9,6,8,4,4,0,3,9,9,2,1
"FUT",3,1,4,1,10,7,10,1,7,1,1,1,10,10,5,3,8,5,7,1,4,0,10,7,5,5,10,8,10,2,7,7,8,10,10,10,0,3,5,1,7,2,5,10,5,0,2,1,1,9,8,3,10,10,1,10,1,8,10,10,1,10,7,7,2,8,7,9,3,6,9,10,8,4,4,10,1,2,0,5,2,9,5,5,6,8,4,10,7,5,5,7,1,0,5,9,4,2,3,4,10,10,7,1,8,10,10,7,9,5,5,1,4,10,10,3,0
"KE0",8,6,1,4,15,12,15,4,12,4,4,6,15,15,10,8,13,10,12,4,9,5,15,2,10,10,15,13,15,7,12,12,13,15,15,15,5,8,10,4,12,3,10,15,10,5,7,6,6,14,13,8,15,15,4,15,4,3,15,15,4,15,12,12,3,13,12,14,2,11,14,15,13,9,9,15,6,7,5,10,7,14,10,10,11,13,9,15,12,10,0,12,6,5,0,14,9,7,8,1,15,15,12,6,13,15,15,12,14,10,10,6,9,15,15,8,5
"QVY",6,8,13,10,1,2,1,10,2,10,10,8,1,1,4,6,1,4,2,10,5,9,1,16,4,4,1,1,1,7,2,2,1,1,1,1,9,6,4,10,2,11,4,1,4,9,7,8,8,0,1,6,1,1,10,1,10,17,1,1,10,1,2,2,11,1,2,0,12,3,0,1,1,5,5,1,8,7,9,4,7,0,4,4,3,1,5,1,2,4,14,2,8,9,14,0,5,7,6,13,1,1,2,8,1,1,1,2,0,4,4,8,5,1,1,6,9
"N64",1,3,8,5,6,3,6,5,3,5,5,3,6,6,1,1,4,1,3,5,0,4,6,11,1,1,6,4,6,2,3,3,4,6,6,6,4,1,1,5,3,6,1,6,1,4,2,3,3,5,4,1,6,6,5,6,5,12,6,6,5,6,3,3,6,4,3,5,7,2,5,6,4,0,0,6,3,2,4,1,2,5,1,1,2,4,0,6,3,1,9,3,3,4,9,5,0,2,1,8,6,6,3,3,4,6,6,3,5,1,1,3,0,6,6,1,4
"W90",1,1,6,3,8,5,8,3,5,3,3,1,8,8,3,1,6,3,5,3,2,2,8,9,3,3,8,6,8,0,5,5,6,8,8,8,2,1,3,3,5,4,3,8,3,2,0,1,1,7,6,1,8,8,3,8,3,10,8,8,3,8,5,5,4,6,5,7,5,4,7,8,6,2,2,8,1,0,2,3,0,7,3,3,4,6,2,8,5,3,7,5,1,2,7,7,2,0,1,6,8,8,5,1,6,8,8,5,7,3,3,1,2,8,8,1,2
"CV9",0,2,7,4,7,4,7,4,4,4,4,2,7,7,2,0,5,2,4,4,1,3,7,10,2,2,7,5,7,1,4,4,5,7,7,7,3,0,2,4,4,5,2,7,2,3,1,2,2,6,5,0,7,7,4,7,4,11,7,7,4,7,4,4,5,5,4,6,6,3,6,7,5,1,1,7,2,1,3,2,1,6,2,2,3,5,1,7,4,2,8,4,2,3,8,6,1,1,0,7,7,7,4,2,5,7,7,4,6,2,2,2,1,7,7,0,3
"FGN",7,5,0,3,14,11,14,3,11,3,3,5,14,14,9,7,12,9,11,3,8,4,14,3,9,9,14,12,14,6,11,11,12,14,14,14,4,7,9,3,11,2,9,14,9,4,6,5,5,13,12,7,14,14,3,14,3,4,14,14,3,14,11,11,2,12,11,13,1,10,13,14,12,8,8,14,5,6,4,9,6,13,9,9,10,12,8,14,11,9,1,11,5,4,1,13,8,6,7,0,14,14,11,5,12,14,14,11,13,9,9,5,8,14,14,7,4
"Y15",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"SSD",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"TUE",4,6,11,8,3,0,3,8,0,8,8,6,3,3,2,4,1,2,0,8,3,7,3,14,2,2,3,1,3,5,0,0,1,3,3,3,7,4,2,8,0,9,2,3,2,7,5,6,6,2,1,4,3,3,8,3,8,15,3,3,8,3,0,0,9,1,0,2,10,1,2,3,1,3,3,3,6,5,7,2,5,2,2,2,1,1,3,3,0,2,12,0,6,7,12,2,3,5,4,11,3,3,0,6,1,3,3,0,2,2,2,6,3,3,3,4,7
"X58",2,0,5,2,9,6,9,2,6,2,2,0,9,9,4,2,7,4,6,2,3,1,9,8,4,4,9,7,9,1,6,6,7,9,9,9,1,2,4,2,6,3,4,9,4,1,1,0,0,8,7,2,9,9,2,9,2,9,9,9,2,9,6,6,3,7,6,8,4,5,8,9,7,3,3,9,0,1,1,4,1,8,4,4,5,7,3,9,6,4,6,6,0,1,6,8,3,1,2,5,9,9,6,0,7,9,9,6,8,4,4,0,3,9,9,2,1
"KJ2",5,7,12,9,2,1,2,9,1,9,9,7,2,2,3,5,0,3,1,9,4,8,2,15,3,3,2,0,2,6,1,1,0,2,2,2,8,5,3,9,1,10,3,2,3,8,6,7,7,1,0,5,2,2,9,2,9,16,2,2,9,2,1,1,10,0,1,1,11,2,1,2,0,4,4,2,7,6,8,3,6,1,3,3,2,0,4,2,1,3,13,1,7,8,13,1,4,6,5,12,2,2,1,7,0,2,2,1,1,3,3,7,4,2,2,5,8
"Q0Z",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"K3V",7,9,14,11,0,3,0,11,3,11,11,9,0,0,5,7,2,5,3,11,6,10,0,17,5,5,0,2,0,8,3,3,2,0,0,0,10,7,5,11,3,12,5,0,5,10,8,9,9,1,2,7,0,0,11,0,11,18,0,0,11,0,3,3,12,2,3,1,13,4,1,0,2,6,6,0,9,8,10,5,8,1,5,5,4,2,6,0,3,5,15,3,9,10,15,1,6,8,7,14,0,0,3,9,2,0,0,3,1,5,5,9,6,0,0,7,10
"YBV",4,6,11,8,3,0,3,8,0,8,8,6,3,3,2,4,1,2,0,8,3,7,3,14,2,2,3,1,3,5,0,0,1,3,3,3,7,4,2,8,0,9,2,3,2,7,5,6,6,2,1,4,3,3,8,3,8,15,3,3,8,3,0,0,9,1,0,2,10,1,2,3,1,3,3,3,6,5,7,2,5,2,2,2,1,1,3,3,0,2,12,0,6,7,12,2,3,5,4,11,3,3,0,6,1,3,3,0,2,2,2,6,3,3,3,4,7
"WT6",6,8,13,10,1,2,1,10,2,10,10,8,1,1,4,6,1,4,2,10,5,9,1,16,4,4,1,1,1,7,2,2,1,1,1,1,9,6,4,10,2,11,4,1,4,9,7,8,8,0,1,6,1,1,10,1,10,17,1,1,10,1,2,2,11,1,2,0,12,3,0,1,1,5,5,1,8,7,9,4,7,0,4,4,3,1,5,1,2,4,14,2,8,9,14,0,5,7,6,13,1,1,2,8,1,1,1,2,0,4,4,8,5,1,1,6,9
"HE7",2,4,9,6,5,2,5,6,2,6,6,4,5,5,0,2,3,0,2,6,1,5,5,12,0,0,5,3,5,3,2,2,3,5,5,5,5,2,0,6,2,7,0,5,0,5,3,4,4,4,3,2,5,5,6,5,6,13,5,5,6,5,2,2,7,3,2,4,8,1,4,5,3,1,1,5,4,3,5,0,3,4,0,0,1,3,1,5,2,0,10,2,4,5,10,4,1,3,2,9,5,5,2,4,3,5,5,2,4,0,0,4,1,5,5,2,5
